cv_id,account_id,list_id,created_date,updated_date,use_ad,have_mini_cv
10749,9968681,,1/20/2021,1/20/2021,0,0
10750,19072280,,1/20/2021,1/20/2021,1,0
10751,15582880,,1/20/2021,1/20/2021,0,0
10752,2898033,,1/20/2021,1/29/2021,0,0
10753,19072477,,1/20/2021,1/20/2021,1,0
10754,19072750,,1/20/2021,1/20/2021,0,0
10755,10573459,,1/20/2021,1/20/2021,1,0
10756,11716882,,1/20/2021,1/20/2021,0,0
10757,19038352,,1/20/2021,1/20/2021,0,0
10758,19073036,,1/20/2021,1/20/2021,0,0
10759,18450525,,1/20/2021,1/20/2021,0,0
10760,19073103,,1/20/2021,1/20/2021,1,0
10761,19073455,,1/20/2021,1/20/2021,0,0
10762,1121664,,1/20/2021,1/21/2021,0,0
10763,9316891,,1/20/2021,1/20/2021,0,0
10764,17857394,,1/20/2021,1/20/2021,0,0
10765,19075494,,1/20/2021,1/20/2021,0,0
10766,4076739,,1/20/2021,1/20/2021,0,0
10767,11818723,,1/20/2021,1/20/2021,0,0
10768,3925941,,1/20/2021,1/20/2021,0,0
10769,19075465,,1/20/2021,1/20/2021,0,0
10770,19075942,,1/20/2021,1/20/2021,0,0
10771,18727357,,1/20/2021,1/20/2021,0,0
10772,13522674,,1/20/2021,1/20/2021,0,0
10773,18106980,,1/20/2021,1/20/2021,1,0
10774,15484956,,1/20/2021,1/20/2021,0,0
10775,178585,,1/20/2021,1/20/2021,0,0
10776,10266064,,1/21/2021,1/21/2021,0,0
10777,10567566,,1/21/2021,1/21/2021,0,0
10778,19076095,,1/21/2021,1/21/2021,0,0
10779,2083738,,1/21/2021,1/21/2021,1,0
10780,18528108,,1/21/2021,1/21/2021,0,0
10781,19042672,,1/21/2021,1/21/2021,0,0
10782,9924479,,1/21/2021,1/21/2021,0,0
10783,19078339,,1/21/2021,1/21/2021,0,0
10784,19078678,,1/21/2021,1/21/2021,0,0
10785,1722476,,1/21/2021,1/21/2021,0,0
10786,975410,,1/21/2021,1/21/2021,0,0
10787,19077379,,1/21/2021,1/21/2021,0,0
10788,17842684,,1/21/2021,1/21/2021,0,0
10789,18057481,,1/21/2021,1/21/2021,1,0
10790,5189038,,1/21/2021,1/21/2021,0,1
10791,19080351,,1/21/2021,1/21/2021,0,0
10792,4638525,,1/21/2021,1/21/2021,0,0
10793,2204393,,1/21/2021,1/21/2021,0,0
10794,19077568,,1/21/2021,1/21/2021,1,0
10795,17248315,,1/21/2021,1/21/2021,0,0
10796,16062908,,1/21/2021,1/21/2021,1,0
10797,3600735,,1/21/2021,1/21/2021,0,0
10798,19082894,,1/21/2021,1/21/2021,0,0
10799,19082617,,1/21/2021,1/21/2021,1,0
10800,5092825,,1/21/2021,1/21/2021,0,0
10801,19082841,,1/21/2021,1/21/2021,0,0
10802,802656,,1/21/2021,1/21/2021,0,1
10803,12757492,,1/21/2021,1/21/2021,1,0
10804,14664947,,1/21/2021,1/21/2021,0,0
10805,9575247,,1/22/2021,1/22/2021,0,0
10806,10569436,,1/22/2021,1/22/2021,0,0
10807,1533870,,1/22/2021,1/22/2021,1,0
10808,11568964,,1/22/2021,1/22/2021,0,0
10809,9990105,,1/22/2021,1/23/2021,0,0
10810,18709959,,1/22/2021,1/22/2021,1,0
10811,2271921,,1/22/2021,1/22/2021,0,0
10812,19086459,,1/22/2021,1/22/2021,0,0
10813,19086536,,1/22/2021,1/22/2021,0,1
10814,2166152,,1/22/2021,1/22/2021,0,0
10815,4555617,,1/22/2021,1/22/2021,1,0
10816,17250802,,1/22/2021,1/22/2021,1,1
10817,19020717,,1/22/2021,1/22/2021,1,0
10818,5541216,,1/22/2021,1/22/2021,0,0
10819,16333452,,1/22/2021,1/22/2021,0,0
10820,19066370,,1/22/2021,1/22/2021,1,0
10821,19087815,,1/22/2021,1/22/2021,0,0
10822,19088175,,1/22/2021,1/22/2021,0,0
10823,18967713,,1/22/2021,1/22/2021,0,0
10824,19088995,,1/22/2021,1/22/2021,0,0
10825,4628590,,1/22/2021,1/22/2021,0,0
10826,19089196,,1/22/2021,1/22/2021,0,0
10827,19065866,,1/22/2021,1/22/2021,0,0
10828,16547712,,1/22/2021,1/22/2021,0,0
10829,18432714,,1/22/2021,1/22/2021,1,0
10830,12757533,,1/22/2021,1/22/2021,0,0
10831,19090799,,1/23/2021,1/23/2021,0,0
10832,19091020,,1/23/2021,1/23/2021,0,1
10833,13926287,,1/23/2021,1/23/2021,1,0
10834,12868154,,1/23/2021,1/23/2021,0,0
10835,19048886,,1/23/2021,1/23/2021,0,0
10836,10030723,,1/23/2021,1/23/2021,1,0
10837,19091962,,1/23/2021,1/23/2021,0,0
10838,2007815,,1/23/2021,1/23/2021,0,0
10839,16556359,,1/23/2021,1/23/2021,0,0
10840,1559213,,1/23/2021,1/23/2021,0,0
10841,18405523,,1/23/2021,1/23/2021,0,0
10842,16232241,,1/23/2021,1/25/2021,0,0
10843,16984219,,1/23/2021,1/23/2021,0,0
10844,18989214,,1/23/2021,1/23/2021,0,0
10845,5122540,,1/23/2021,1/23/2021,0,0
10846,18748026,,1/23/2021,1/23/2021,0,0
10847,19094757,,1/23/2021,1/23/2021,0,0
10848,1737313,,1/23/2021,1/23/2021,0,0
10849,17315406,,1/23/2021,1/23/2021,0,0
10850,18636404,,1/23/2021,1/23/2021,1,0
10851,4960827,,1/23/2021,1/23/2021,0,0
10852,19095845,,1/23/2021,1/23/2021,0,0
10853,19011799,,1/23/2021,1/23/2021,0,0
10854,3665811,,1/23/2021,1/23/2021,0,0
10855,5181559,,1/24/2021,1/24/2021,0,0
10856,19092430,,1/24/2021,1/24/2021,0,0
10857,10657431,,1/24/2021,1/24/2021,0,0
10858,19075741,,1/24/2021,1/24/2021,0,0
10859,18063424,,1/24/2021,1/24/2021,1,0
10860,1224975,,1/24/2021,1/24/2021,1,1
10861,18075822,,1/24/2021,1/24/2021,1,0
10862,17471453,,1/24/2021,1/24/2021,1,0
10863,16743158,,1/24/2021,2/4/2021,0,1
10864,13112065,,1/24/2021,1/24/2021,1,0
10865,18491874,,1/24/2021,1/24/2021,0,0
10866,1590724,,1/24/2021,1/24/2021,0,0
10867,1917871,,1/24/2021,1/24/2021,1,1
10868,18958056,,1/24/2021,1/24/2021,0,0
10869,19101360,,1/24/2021,1/24/2021,1,0
10870,3768817,,1/24/2021,1/24/2021,0,0
10871,19102000,,1/24/2021,1/24/2021,0,0
10872,18886252,,1/24/2021,1/24/2021,0,0
10873,19102953,,1/24/2021,1/24/2021,0,0
10874,19092809,,1/25/2021,1/25/2021,0,0
10875,14107265,,1/25/2021,1/25/2021,0,0
10876,2858812,,1/25/2021,1/25/2021,0,0
10877,2890330,,1/25/2021,1/28/2021,1,0
10878,18523015,,1/25/2021,1/25/2021,0,0
10879,13609693,,1/25/2021,1/25/2021,0,0
10880,18164420,,1/25/2021,1/25/2021,0,1
10881,18660614,,1/25/2021,1/25/2021,0,0
10882,16873306,,1/25/2021,1/25/2021,0,0
10883,11576638,,1/25/2021,1/25/2021,1,0
10884,18903929,,1/25/2021,1/25/2021,0,0
10885,19100481,,1/25/2021,1/25/2021,0,0
10886,15091333,,1/25/2021,1/25/2021,0,0
10887,19106830,,1/25/2021,1/25/2021,1,0
10888,8736672,,1/25/2021,1/25/2021,1,0
10889,12905335,,1/25/2021,1/25/2021,0,0
10890,19107336,,1/25/2021,1/25/2021,0,0
10891,10393653,,1/25/2021,1/25/2021,0,0
10892,19103010,,1/25/2021,1/25/2021,0,0
10893,19016398,,1/25/2021,1/25/2021,1,0
10894,17002291,,1/25/2021,1/25/2021,0,0
10895,19109103,,1/25/2021,1/25/2021,0,0
10896,1108464,,1/25/2021,1/25/2021,0,0
10897,19108448,,1/25/2021,1/25/2021,0,0
10898,14903266,,1/25/2021,1/25/2021,0,0
10899,16515640,,1/25/2021,1/25/2021,0,0
10900,12055501,,1/26/2021,1/26/2021,0,0
10901,18833283,,1/26/2021,1/26/2021,0,0
10902,227740,,1/26/2021,1/26/2021,0,0
10903,19111020,,1/26/2021,1/26/2021,0,0
10904,19043978,,1/26/2021,1/26/2021,0,0
10905,14693987,,1/26/2021,1/26/2021,1,0
10906,19111952,,1/26/2021,1/26/2021,0,1
10907,17363181,,1/26/2021,1/26/2021,0,1
10908,15949063,,1/26/2021,1/26/2021,1,1
10909,19085373,,1/26/2021,1/26/2021,1,0
10910,18789306,,1/26/2021,1/30/2021,0,0
10911,19110040,,1/26/2021,1/26/2021,0,0
10912,9568471,,1/26/2021,1/26/2021,0,0
10913,10706304,,1/26/2021,1/27/2021,0,0
10914,12275013,,1/26/2021,1/26/2021,1,0
10915,18712861,,1/26/2021,1/26/2021,0,0
10916,15048607,,1/26/2021,1/26/2021,0,0
10917,8954162,,1/26/2021,1/26/2021,0,0
10918,12787104,,1/26/2021,1/26/2021,0,0
10919,19079846,,1/26/2021,1/26/2021,0,0
10920,2753501,,1/26/2021,1/26/2021,0,0
10921,19038134,,1/26/2021,1/26/2021,1,1
10922,9210923,,1/26/2021,1/26/2021,0,0
10923,17389410,,1/26/2021,1/26/2021,0,0
10924,4836274,,1/26/2021,1/31/2021,0,0
10925,14846511,,1/26/2021,1/26/2021,1,0
10926,1778676,,1/26/2021,1/26/2021,1,0
10927,19118205,,1/27/2021,1/27/2021,0,0
10928,2279955,,1/27/2021,1/27/2021,0,0
10929,8975865,,1/27/2021,1/27/2021,1,0
10930,18991499,,1/27/2021,1/27/2021,0,0
10931,19118559,,1/27/2021,1/27/2021,0,0
10932,11399829,,1/27/2021,1/27/2021,0,0
10933,19109371,,1/27/2021,1/27/2021,0,0
10934,102546,,1/27/2021,1/27/2021,0,0
10935,18837718,,1/27/2021,1/27/2021,1,1
10936,13824124,,1/27/2021,1/27/2021,0,0
10937,19121176,,1/27/2021,1/27/2021,0,0
10938,5297147,,1/27/2021,1/27/2021,1,0
10939,11323399,,1/27/2021,1/27/2021,0,0
10940,14474588,,1/27/2021,1/27/2021,0,0
10941,19123224,,1/27/2021,1/29/2021,0,0
10942,12757721,,1/27/2021,1/27/2021,0,0
10943,18879316,,1/28/2021,1/31/2021,0,0
10944,13466846,,1/28/2021,1/28/2021,1,0
10945,4131309,,1/28/2021,1/28/2021,0,0
10946,10740460,,1/28/2021,1/28/2021,0,0
10947,19077987,,1/28/2021,1/28/2021,0,0
10948,5564845,,1/28/2021,1/28/2021,1,0
10949,22324,,1/28/2021,1/28/2021,1,0
10950,525725,,1/28/2021,1/28/2021,0,0
10951,12941456,,1/28/2021,1/28/2021,0,0
10952,19121593,,1/28/2021,1/28/2021,0,0
10953,14105453,,1/28/2021,1/28/2021,0,0
10954,19058199,,1/28/2021,1/28/2021,1,1
10955,19128129,,1/28/2021,1/28/2021,1,0
10956,18652641,,1/28/2021,1/28/2021,0,0
10957,19113503,,1/28/2021,1/28/2021,0,0
10958,10085125,,1/28/2021,1/28/2021,0,0
10959,19129227,,1/28/2021,1/28/2021,1,0
10960,18192905,,1/28/2021,1/28/2021,0,0
10961,17529798,,1/28/2021,1/28/2021,0,1
10962,15142180,,1/29/2021,1/29/2021,0,0
10963,16162341,,1/29/2021,1/29/2021,0,0
10964,5255624,,1/29/2021,1/29/2021,1,0
10965,13104585,,1/29/2021,1/29/2021,0,0
10966,17484143,,1/29/2021,1/29/2021,1,0
10967,10534921,,1/29/2021,1/29/2021,1,0
10968,4559654,,1/29/2021,1/29/2021,0,0
10969,11833231,,1/29/2021,1/29/2021,1,0
10970,18530836,,1/29/2021,1/29/2021,0,0
10971,11315448,,1/29/2021,1/30/2021,0,0
10972,16699221,,1/29/2021,1/29/2021,1,0
10973,19133653,,1/29/2021,1/29/2021,0,0
10974,17847389,,1/29/2021,1/29/2021,0,0
10975,19130750,,1/29/2021,1/29/2021,0,0
10976,19134461,,1/29/2021,1/29/2021,0,0
10977,18739555,,1/29/2021,1/29/2021,0,0
10978,9910918,,1/29/2021,1/29/2021,0,0
10979,18857741,,1/29/2021,1/29/2021,1,0
10980,14618182,,1/29/2021,1/29/2021,1,0
10981,19135603,,1/29/2021,1/29/2021,0,0
10982,3115977,,1/30/2021,1/30/2021,0,0
10983,19060765,,1/30/2021,1/30/2021,0,0
10984,13005516,,1/30/2021,1/30/2021,0,0
10985,19136539,,1/30/2021,1/30/2021,1,0
10986,10937462,,1/30/2021,1/30/2021,0,0
10987,4791558,,1/30/2021,1/30/2021,0,0
10988,19137169,,1/30/2021,1/30/2021,0,0
10989,19098624,,1/30/2021,1/30/2021,0,0
10990,9477661,,1/30/2021,1/30/2021,0,0
10991,4500878,,1/30/2021,1/30/2021,0,0
10992,17680156,,1/30/2021,1/30/2021,0,0
10993,12659978,,1/30/2021,1/30/2021,1,0
10994,5339688,,1/30/2021,2/4/2021,1,0
10995,19135542,,1/30/2021,1/30/2021,0,0
10996,18395090,,1/30/2021,1/30/2021,1,0
10997,19139908,,1/30/2021,1/30/2021,1,0
10998,12054561,,1/30/2021,1/30/2021,1,1
10999,16405013,,1/30/2021,1/30/2021,0,0
11000,19141361,,1/31/2021,1/31/2021,0,0
11001,16819262,,1/31/2021,1/31/2021,0,0
11002,18199981,,1/31/2021,2/7/2021,1,0
11003,16622339,,1/31/2021,1/31/2021,0,0
11004,1159954,,1/31/2021,1/31/2021,0,0
11005,19133246,,1/31/2021,1/31/2021,0,0
11006,13237812,,1/31/2021,1/31/2021,0,0
11007,19130929,,1/31/2021,1/31/2021,0,0
11008,16936714,,1/31/2021,1/31/2021,1,0
11009,19029715,,1/31/2021,1/31/2021,0,0
11010,19144432,,1/31/2021,1/31/2021,1,0
11011,8988896,,1/31/2021,1/31/2021,0,0
11012,18771402,,1/31/2021,1/31/2021,1,0
11013,19125766,,1/31/2021,1/31/2021,0,0
11014,17845788,,1/31/2021,2/1/2021,1,0
11015,373166,,1/31/2021,1/31/2021,0,0
11016,19145971,,1/31/2021,1/31/2021,1,0
11017,9477799,,1/31/2021,1/31/2021,0,0
11018,12487926,,1/31/2021,1/31/2021,1,0
11019,16259332,,2/1/2021,2/1/2021,0,0
11020,17493721,,2/1/2021,2/1/2021,0,0
11021,19146808,,2/1/2021,2/1/2021,1,0
11022,19146835,,2/1/2021,2/1/2021,0,0
11023,15929439,,2/1/2021,2/1/2021,1,0
11024,2741507,,2/1/2021,2/1/2021,0,0
11025,19147771,,2/1/2021,2/1/2021,0,0
11026,18516710,,2/1/2021,2/1/2021,1,0
11027,15563400,,2/1/2021,2/1/2021,0,0
11028,9814982,,2/1/2021,2/1/2021,0,0
11029,19148463,,2/1/2021,2/1/2021,0,0
11030,19018628,,2/1/2021,2/1/2021,0,0
11031,19148503,,2/1/2021,2/1/2021,1,0
11032,10904253,,2/1/2021,2/1/2021,0,0
11033,5330362,,2/1/2021,2/1/2021,1,0
11034,12193794,,2/1/2021,2/1/2021,1,0
11035,13140143,,2/1/2021,2/1/2021,0,0
11036,13434584,,2/1/2021,2/1/2021,1,0
11037,17068357,,2/1/2021,2/1/2021,1,0
11038,15352162,,2/1/2021,2/1/2021,1,0
11039,1508576,,2/1/2021,2/1/2021,0,0
11040,1789272,,2/1/2021,2/1/2021,0,1
11041,19150334,,2/1/2021,2/1/2021,0,0
11042,1592269,,2/1/2021,2/1/2021,0,0
11043,19108146,,2/1/2021,2/1/2021,0,0
11044,4564146,,2/1/2021,2/1/2021,0,0
11045,2395979,,2/1/2021,2/1/2021,0,0
11046,19151236,,2/1/2021,2/1/2021,0,0
11047,3958337,,2/1/2021,2/1/2021,1,0
11048,1275058,,2/1/2021,2/1/2021,0,0
11049,12930269,,2/2/2021,2/2/2021,1,0
11050,18424366,,2/2/2021,2/2/2021,0,0
11051,19150152,,2/2/2021,2/2/2021,0,0
11052,3115968,,2/2/2021,2/2/2021,0,0
11053,13250181,,2/2/2021,2/2/2021,0,0
11054,18076928,,2/2/2021,2/2/2021,0,0
11055,16834992,,2/2/2021,2/2/2021,0,0
11056,2916180,,2/2/2021,2/2/2021,0,0
11057,16610759,,2/2/2021,2/2/2021,1,0
11058,18821652,,2/2/2021,2/2/2021,0,0
11059,17972717,,2/2/2021,2/2/2021,0,0
11060,14212076,,2/2/2021,2/2/2021,0,1
11061,16350554,,2/2/2021,2/2/2021,0,0
11062,18592441,,2/2/2021,2/2/2021,0,0
11063,19156057,,2/2/2021,2/2/2021,0,0
11064,19156557,,2/2/2021,2/3/2021,0,0
11065,13538558,,2/3/2021,2/3/2021,1,0
11066,19094810,,2/3/2021,2/3/2021,1,0
11067,11547475,,2/3/2021,2/3/2021,1,1
11068,16194488,,2/3/2021,2/3/2021,1,0
11069,12432638,,2/3/2021,2/3/2021,0,0
11070,19158535,,2/3/2021,2/3/2021,0,0
11071,1866215,,2/3/2021,2/3/2021,0,0
11072,3734333,,2/3/2021,2/3/2021,0,0
11073,16248190,,2/3/2021,2/3/2021,0,0
11074,11734901,,2/3/2021,2/3/2021,0,0
11075,19159854,,2/3/2021,2/3/2021,0,0
11076,19160301,,2/3/2021,2/3/2021,0,0
11077,19157965,,2/3/2021,2/3/2021,0,0
11078,18710930,,2/3/2021,2/3/2021,0,0
11079,4043039,,2/3/2021,2/3/2021,1,0
11080,19162434,,2/4/2021,2/4/2021,0,0
11081,10100802,,2/4/2021,2/4/2021,1,0
11082,19162471,,2/4/2021,2/4/2021,0,0
11083,12210488,,2/4/2021,2/4/2021,0,0
11084,11643416,,2/4/2021,2/4/2021,1,0
11085,16462674,,2/4/2021,2/4/2021,1,0
11086,19161460,,2/4/2021,2/4/2021,0,0
11087,13005954,,2/4/2021,2/4/2021,0,0
11088,18904395,,2/4/2021,2/4/2021,0,0
11089,19163164,,2/4/2021,2/4/2021,0,0
11090,12273094,,2/4/2021,2/4/2021,1,0
11091,18213034,,2/4/2021,2/5/2021,0,0
11092,4316234,,2/4/2021,2/4/2021,0,0
11093,10062555,,2/4/2021,2/4/2021,0,0
11094,18030434,,2/4/2021,2/4/2021,0,0
11095,17738764,,2/4/2021,2/4/2021,0,0
11096,19164232,,2/4/2021,2/4/2021,0,0
11097,19164485,,2/4/2021,2/4/2021,0,0
11098,969666,,2/4/2021,2/4/2021,1,0
11099,11030035,,2/4/2021,2/4/2021,1,0
11100,19165098,,2/4/2021,2/4/2021,1,0
11101,19130368,,2/4/2021,2/4/2021,0,0
11102,19165848,,2/4/2021,2/4/2021,0,0
11103,14747379,,2/4/2021,2/4/2021,1,0
11104,19166793,,2/4/2021,2/4/2021,0,0
11105,5517170,,2/4/2021,2/4/2021,0,0
11106,16012137,,2/4/2021,2/4/2021,0,0
11107,18811416,,2/4/2021,2/4/2021,1,0
11108,19161559,,2/5/2021,2/5/2021,0,0
11109,2721687,,2/5/2021,2/5/2021,0,0
11110,2109175,,2/5/2021,2/5/2021,0,0
11111,17700539,,2/5/2021,2/5/2021,1,0
11112,326455,,2/5/2021,2/5/2021,0,0
11113,5594705,,2/5/2021,2/5/2021,1,0
11114,17759239,,2/5/2021,2/5/2021,1,0
11115,19159303,,2/5/2021,2/5/2021,0,0
11116,2927389,,2/5/2021,2/5/2021,0,0
11117,2530420,,2/5/2021,2/5/2021,0,0
11118,3840820,,2/5/2021,2/5/2021,0,0
11119,18105749,,2/5/2021,2/5/2021,0,0
11120,19170861,,2/5/2021,2/5/2021,0,0
11121,18391783,,2/5/2021,2/5/2021,1,0
11122,18867902,,2/5/2021,2/5/2021,0,0
11123,19171535,,2/5/2021,2/5/2021,0,0
11124,19083172,,2/5/2021,2/5/2021,0,0
11125,19094773,,2/5/2021,2/5/2021,1,0
11126,15688626,,2/6/2021,2/6/2021,0,0
11127,15018633,,2/6/2021,2/6/2021,1,0
11128,15113047,,2/6/2021,2/6/2021,0,0
11129,18542493,,2/6/2021,2/6/2021,0,0
11130,3368505,,2/6/2021,2/9/2021,1,1
11131,19174393,,2/6/2021,2/6/2021,0,0
11132,17445975,,2/6/2021,2/6/2021,1,0
11133,19175167,,2/6/2021,2/6/2021,0,0
11134,9259294,,2/6/2021,2/6/2021,0,0
11135,19175498,,2/6/2021,2/6/2021,1,0
11136,19175699,,2/6/2021,2/6/2021,0,0
11137,19098762,,2/6/2021,2/7/2021,0,0
11138,19175961,,2/6/2021,2/6/2021,0,0
11139,18227039,,2/6/2021,2/6/2021,0,0
11140,17339210,,2/6/2021,2/6/2021,0,0
11141,19173756,,2/6/2021,2/6/2021,0,0
11142,14250687,,2/6/2021,2/6/2021,0,0
11143,1964517,,2/6/2021,2/6/2021,0,0
11144,773362,,2/6/2021,2/6/2021,0,0
11145,10019372,,2/7/2021,2/7/2021,0,0
11146,16712817,,2/7/2021,2/7/2021,0,0
11147,19177924,,2/7/2021,2/7/2021,0,0
11148,19174428,,2/7/2021,2/7/2021,0,0
11149,19178865,,2/7/2021,2/7/2021,0,0
11150,4207929,,2/7/2021,2/7/2021,0,0
11151,17981728,,2/7/2021,2/7/2021,1,0
11152,2167203,,2/7/2021,2/7/2021,0,0
11153,19068470,,2/7/2021,2/7/2021,0,0
11154,18253943,,2/7/2021,2/7/2021,0,0
11155,17509266,,2/7/2021,2/7/2021,0,0
11156,16878839,,2/7/2021,2/7/2021,0,0
11157,1956607,,2/7/2021,2/7/2021,0,0
11158,11351175,,2/7/2021,2/7/2021,0,0
11159,5249232,,2/7/2021,2/7/2021,1,1
11160,17355446,,2/7/2021,2/7/2021,0,0
11161,1048778,,2/7/2021,2/7/2021,0,0
11162,5070803,,2/7/2021,2/7/2021,0,0
11163,11375339,,2/8/2021,2/8/2021,0,0
11164,12586312,,2/8/2021,2/8/2021,0,0
11165,11745292,,2/8/2021,2/8/2021,0,0
11166,12758379,,2/8/2021,2/8/2021,0,0
11167,16693433,,2/8/2021,2/8/2021,1,0
11168,1443742,,2/8/2021,2/8/2021,1,0
11169,19184170,,2/8/2021,2/8/2021,0,0
11170,4040785,,2/8/2021,2/8/2021,0,0
11171,14504219,,2/8/2021,2/8/2021,0,0
11172,19179243,,2/8/2021,2/8/2021,0,0
11173,19186279,,2/8/2021,2/8/2021,0,0
11174,18924877,,2/8/2021,2/8/2021,0,0
11175,4194621,,2/8/2021,2/8/2021,0,0
11176,10671401,,2/9/2021,2/9/2021,0,0
11177,16070294,,2/9/2021,2/10/2021,1,0
11178,19188191,,2/9/2021,2/9/2021,0,1
11179,11153974,,2/9/2021,2/9/2021,0,0
11180,19189241,,2/9/2021,2/9/2021,1,0
11181,19187577,,2/9/2021,2/9/2021,0,0
11182,15422120,,2/9/2021,2/9/2021,0,0
11183,17873648,,2/9/2021,2/9/2021,1,0
11184,17965230,,2/9/2021,2/9/2021,0,0
11185,8318929,,2/9/2021,2/9/2021,0,0
11186,9318764,,2/9/2021,2/9/2021,0,0
11187,8831965,,2/9/2021,2/9/2021,1,0
11188,19118259,,2/9/2021,2/9/2021,0,0
11189,909599,,2/9/2021,2/9/2021,0,0
11190,17876811,,2/10/2021,2/10/2021,0,0
11244,17112100,,2/10/2021,2/10/2021,0,1
11258,353293,,2/10/2021,2/10/2021,1,0
11276,2758091,,2/11/2021,2/11/2021,0,0
11277,19190971,,2/11/2021,2/11/2021,1,0
11284,3030613,,2/11/2021,2/15/2021,1,1
11334,19199644,,2/12/2021,2/12/2021,1,0
11373,13453321,,2/12/2021,2/12/2021,0,0
11383,18441443,,2/13/2021,2/13/2021,1,0
11393,19185071,,2/13/2021,2/13/2021,0,0
11416,3325166,,2/13/2021,2/13/2021,1,0
11447,19206031,,2/13/2021,2/13/2021,0,0
11463,2992203,,2/14/2021,2/14/2021,0,1
11466,15217197,,2/14/2021,2/14/2021,0,0
11467,5588634,,2/14/2021,2/14/2021,0,0
11478,19207573,,2/14/2021,2/14/2021,0,1
11489,3653326,,2/14/2021,2/14/2021,1,0
11490,17464144,,2/14/2021,2/14/2021,0,0
11548,12566296,,2/14/2021,2/14/2021,1,1
11605,18199981,,2/15/2021,2/15/2021,1,0
11694,12336041,,2/15/2021,2/15/2021,0,0
11829,13496112,,2/15/2021,2/15/2021,1,0
11877,11464276,,2/16/2021,2/16/2021,0,0
11898,16350221,,2/16/2021,2/16/2021,1,0
11902,17398823,,2/16/2021,2/16/2021,0,1
11967,19221529,,2/16/2021,2/16/2021,1,0
12011,19223484,,2/16/2021,2/16/2021,0,1
12083,19225384,,2/16/2021,2/16/2021,0,0
12127,19226465,,2/16/2021,2/16/2021,0,0
12141,19190134,,2/16/2021,2/16/2021,0,0
12172,19227927,,2/17/2021,2/17/2021,0,0
12201,19127541,,2/17/2021,2/17/2021,0,0
12234,16119454,,2/17/2021,2/17/2021,0,0
12273,5040938,,2/17/2021,2/17/2021,1,0
12319,3811725,,2/17/2021,2/17/2021,1,0
12363,4782265,,2/17/2021,2/17/2021,0,0
12441,19232551,,2/17/2021,2/17/2021,0,1
12455,19232717,,2/17/2021,2/17/2021,0,0
12486,4539316,,2/17/2021,2/17/2021,0,1
12490,15823898,,2/17/2021,2/17/2021,0,0
12530,4286136,,2/17/2021,2/17/2021,0,0
12561,19228945,,2/17/2021,2/17/2021,1,0
12580,19232500,,2/17/2021,2/17/2021,0,0
12581,9024549,,2/17/2021,2/17/2021,1,0
12616,17232011,,2/17/2021,2/17/2021,0,1
12651,19216111,,2/17/2021,2/17/2021,0,0
12654,19236417,,2/17/2021,2/17/2021,0,0
12686,5169426,,2/17/2021,2/17/2021,1,0
12783,572638,,2/18/2021,2/18/2021,0,0
12800,19234946,,2/18/2021,2/18/2021,0,1
12804,1636277,,2/18/2021,5/7/2021,1,1
12837,1544083,,2/18/2021,2/18/2021,1,1
12887,18616371,,2/18/2021,2/18/2021,0,0
12912,19237202,,2/18/2021,2/18/2021,0,0
13002,9944665,,2/18/2021,2/18/2021,0,0
13016,18990377,,2/18/2021,2/18/2021,0,0
13072,50017,,2/18/2021,2/18/2021,1,0
13112,112090,,2/18/2021,2/18/2021,0,0
13166,5139471,,2/18/2021,2/18/2021,1,0
13207,13496140,,2/18/2021,2/18/2021,1,1
13230,4973088,,2/18/2021,2/18/2021,1,1
13258,16473318,,2/18/2021,2/19/2021,0,1
13303,12775296,,2/19/2021,2/19/2021,0,0
13363,14140194,,2/19/2021,2/19/2021,0,0
13375,4129105,,2/19/2021,4/22/2021,0,0
13417,19237379,,2/19/2021,2/19/2021,0,0
13448,19239721,,2/19/2021,2/19/2021,0,0
13458,19231454,,2/19/2021,2/19/2021,0,0
13484,10121818,,2/19/2021,2/19/2021,0,0
13519,16919493,,2/19/2021,2/24/2021,1,0
13528,5280404,,2/19/2021,2/19/2021,1,0
13552,23013,,2/19/2021,2/19/2021,0,0
13589,3561831,,2/19/2021,2/19/2021,0,0
13792,1805440,,2/20/2021,2/20/2021,1,0
13837,3239144,,2/20/2021,2/20/2021,0,0
13854,19259295,,2/20/2021,2/20/2021,0,0
13885,19260123,,2/20/2021,2/20/2021,0,0
13938,10016349,,2/20/2021,2/20/2021,1,0
13940,11429138,,2/20/2021,2/20/2021,1,1
13971,1963486,,2/20/2021,2/20/2021,0,0
13973,18628224,,2/20/2021,2/20/2021,1,0
14019,19263075,,2/20/2021,2/20/2021,0,0
14021,11957500,,2/20/2021,2/20/2021,0,0
14074,10372163,,2/20/2021,2/20/2021,0,1
14081,19263256,,2/20/2021,2/20/2021,0,0
14086,547459,,2/20/2021,2/20/2021,0,0
14155,9915258,,2/20/2021,6/11/2021,0,0
14277,18948069,,2/21/2021,2/21/2021,0,0
14281,19025178,,2/21/2021,2/21/2021,0,0
14299,19270032,,2/21/2021,2/21/2021,0,0
14365,14858375,,2/21/2021,4/23/2021,1,0
14407,17716939,,2/21/2021,3/1/2021,0,0
14410,12994352,,2/21/2021,2/21/2021,0,0
14419,19273415,,2/21/2021,2/21/2021,0,0
14526,4076958,,2/21/2021,2/21/2021,0,0
14577,19276234,,2/21/2021,3/9/2021,1,0
