ad_id,account_id,city_name,district_name,inserted_date,have_mini_cv,have_full_cv
114979023,18082567,Đà Nẵng,Quận Hải Châu,1/1/2021,0,0
114979322,3039703,Hải Phòng,Huyện An Dương,1/1/2021,0,0
114979967,4114166,Long An,Huyện Đức Hòa,1/1/2021,0,0
114980024,5272665,Tp Hồ Chí Minh,Quận 9,1/1/2021,0,0
114980040,15705627,Tp Hồ Chí Minh,Quận 12,1/1/2021,0,0
114980300,18805711,Tp Hồ Chí Minh,Quận 7,1/1/2021,1,0
114980341,18436484,Tp Hồ Chí Minh,Quận 4,1/1/2021,1,0
114980391,15650139,Tp Hồ Chí Minh,Huyện Bình Chánh,1/1/2021,0,0
114980418,15536834,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114980698,18875260,Tp Hồ Chí Minh,Quận 8,1/1/2021,0,0
114981054,837307,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114981101,17788963,Tiền Giang,Huyện Cai Lậy,1/1/2021,0,0
114981127,10435911,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114981283,18919668,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114981581,18803277,Tp Hồ Chí Minh,Quận 12,1/1/2021,0,0
114981597,3453613,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114981669,15479581,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114982033,17786270,Tp Hồ Chí Minh,Quận Bình Thạnh,1/1/2021,0,0
114982050,12898460,Hà Nội,Huyện Thanh Trì,1/1/2021,0,0
114982112,15517437,Đà Nẵng,Quận Cẩm Lệ,1/1/2021,0,0
114982176,18932059,Tp Hồ Chí Minh,Quận 7,1/1/2021,0,0
114982230,3388651,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114982312,9225180,Tp Hồ Chí Minh,Quận 5,1/1/2021,1,0
114982445,16234839,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114982770,17886761,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114982935,18932192,Hà Nội,Quận Cầu Giấy,1/1/2021,0,0
114983229,12341354,Tp Hồ Chí Minh,Huyện Bình Chánh,1/1/2021,0,0
114983309,15359791,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114983537,18921791,Tp Hồ Chí Minh,Huyện Củ Chi,1/1/2021,0,0
114983621,11083686,Đà Nẵng,Quận Thanh Khê,1/1/2021,0,0
114983676,12452085,Tp Hồ Chí Minh,Quận 12,1/1/2021,0,0
114983690,18901609,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114983731,18919668,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114983752,4219452,Đà Nẵng,Quận Hải Châu,1/1/2021,0,0
114983855,10642862,Bình Dương,Thị xã Tân Uyên,1/1/2021,0,0
114984094,11100426,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114984158,14761489,Phú Yên,Thành phố Tuy Hòa,1/1/2021,0,0
114984764,1699908,Tp Hồ Chí Minh,Quận Bình Thạnh,1/1/2021,0,0
114984939,16286804,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114985118,9157468,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114985325,18932154,Hà Nội,Quận Hoàng Mai,1/1/2021,0,0
114985369,14634601,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114985693,18888026,Bình Dương,Thành phố Thủ Dầu Một,1/1/2021,1,0
114985859,18617215,Đà Nẵng,Quận Ngũ Hành Sơn,1/1/2021,0,0
114986099,1190606,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114986352,18779957,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114986430,18433342,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,1,1
114986376,18932839,Tiền Giang,Thị xã Cai Lậy,1/1/2021,0,0
114986464,4721866,Tp Hồ Chí Minh,Quận 9,1/1/2021,0,0
114987189,3994386,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114987259,14038270,Hà Nội,Quận Nam Từ Liêm,1/1/2021,0,0
114987281,18784048,Tp Hồ Chí Minh,Huyện Củ Chi,1/1/2021,0,0
114987385,1703109,Tp Hồ Chí Minh,Quận 2,1/1/2021,0,0
114987781,10367854,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,1,0
114987803,13013898,Bình Dương,Thị xã Dĩ An,1/1/2021,0,0
114988039,18028865,Tp Hồ Chí Minh,Huyện Nhà Bè,1/1/2021,0,0
114988096,15847342,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114988395,2064316,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,1,0
114988476,17620078,Tp Hồ Chí Minh,Huyện Nhà Bè,1/1/2021,0,0
114988634,18933268,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114988882,18206576,Lâm Đồng,Thành phố Đà Lạt,1/1/2021,0,0
114988962,18296729,Bình Dương,Thị xã Dĩ An,1/1/2021,0,0
114988995,9116924,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114989023,18120078,Tp Hồ Chí Minh,Quận 12,1/1/2021,0,0
114989071,18420474,Tp Hồ Chí Minh,Quận 10,1/1/2021,0,0
114989140,9116924,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114989190,716026,Hà Nội,Quận Ba Đình,1/1/2021,0,0
114989397,17314196,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114989409,9116924,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114989725,4969137,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114989757,16607506,Bình Dương,Thị xã Thuận An,1/1/2021,0,0
114989791,12494003,Tp Hồ Chí Minh,Huyện Hóc Môn,1/1/2021,0,0
114989826,494984,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114989852,17569850,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114989972,18398860,Bình Dương,Thị xã Bến Cát,1/1/2021,0,0
114990122,18846848,Tp Hồ Chí Minh,Quận 8,1/1/2021,0,0
114990133,1615651,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114990142,18398860,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114990155,18933428,Quảng Nam,Huyện Hiệp Đức,1/1/2021,0,0
114990167,494984,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114990190,5294503,Tp Hồ Chí Minh,Huyện Củ Chi,1/1/2021,0,0
114990198,13326150,Đà Nẵng,Quận Liên Chiểu,1/1/2021,0,0
114990238,18933573,Tp Hồ Chí Minh,Quận 1,1/1/2021,0,0
114990520,13448103,Tp Hồ Chí Minh,Quận Bình Thạnh,1/1/2021,0,0
114990550,18933428,Quảng Nam,Huyện Hiệp Đức,1/1/2021,0,0
114990647,18555785,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114990684,15433139,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114990704,10034097,Tp Hồ Chí Minh,Quận Bình Thạnh,1/1/2021,0,0
114990766,11714227,Long An,Huyện Đức Hòa,1/1/2021,0,0
114990931,1711379,Bình Dương,Thị xã Tân Uyên,1/1/2021,0,0
114990966,3453613,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114991210,18330991,Tp Hồ Chí Minh,Quận 2,1/1/2021,1,0
114991252,10548093,Khánh Hòa,Thành phố Nha Trang,1/1/2021,0,0
114991265,12158853,Khánh Hòa,Thành phố Nha Trang,1/1/2021,0,0
114991392,11083387,Tp Hồ Chí Minh,Quận 12,1/1/2021,0,0
114991440,10226241,Tp Hồ Chí Minh,Huyện Hóc Môn,1/1/2021,0,0
114991903,16704518,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114991924,13553687,Tp Hồ Chí Minh,Quận 2,1/1/2021,0,0
114992046,9573666,Tp Hồ Chí Minh,Quận 2,1/1/2021,0,0
114992567,18841568,Tp Hồ Chí Minh,Huyện Củ Chi,1/1/2021,0,0
114992742,12138649,Đồng Tháp,Thành phố Cao Lãnh,1/1/2021,0,0
114992884,4907607,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114992972,3403826,Tp Hồ Chí Minh,Quận 9,1/1/2021,0,0
114992986,15513714,Tp Hồ Chí Minh,Quận 8,1/1/2021,0,0
114993124,12966042,Tp Hồ Chí Minh,Quận 10,1/1/2021,0,0
114993139,4958680,Tp Hồ Chí Minh,Quận 4,1/1/2021,0,0
114993250,11866347,Tp Hồ Chí Minh,Quận 8,1/1/2021,0,0
114993384,18934216,Tp Hồ Chí Minh,Huyện Hóc Môn,1/1/2021,0,0
114993410,8698579,Tây Ninh,Thành phố Tây Ninh,1/1/2021,0,0
114993477,18236954,Hà Nội,Quận Bắc Từ Liêm,1/1/2021,0,0
114993663,5374121,An Giang,Thành phố Long Xuyên,1/1/2021,0,0
114993854,3352109,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114994141,17161140,Tp Hồ Chí Minh,Quận 7,1/1/2021,0,0
114994175,13298961,Tp Hồ Chí Minh,Quận Gò Vấp,1/1/2021,0,0
114994339,13924334,Tp Hồ Chí Minh,Quận 12,1/1/2021,1,0
114994397,18913103,Hà Nội,Huyện Thường Tín,1/1/2021,0,0
114994447,16449490,Lâm Đồng,Thành phố Đà Lạt,1/1/2021,0,0
114994504,13982962,Hà Nội,Quận Đống Đa,1/1/2021,0,0
114994525,17895774,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114994795,1292919,Hà Nội,Huyện Thanh Trì,1/1/2021,0,0
114994864,9635272,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114994913,18929034,Tp Hồ Chí Minh,Quận 7,1/1/2021,0,0
114995081,18935019,Tp Hồ Chí Minh,Quận Bình Thạnh,1/1/2021,0,0
114995167,18904716,Tp Hồ Chí Minh,Quận 4,1/1/2021,0,0
114995201,18935046,Tp Hồ Chí Minh,Quận 11,1/1/2021,0,0
114995281,18929034,Tp Hồ Chí Minh,Quận 7,1/1/2021,0,0
114995285,4996427,Tp Hồ Chí Minh,Huyện Bình Chánh,1/1/2021,0,0
114995421,16245183,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114995489,17257865,Tp Hồ Chí Minh,Quận 12,1/1/2021,0,0
114995608,10373224,Tp Hồ Chí Minh,Quận Bình Tân,1/1/2021,0,0
114995870,18457950,Tp Hồ Chí Minh,Quận 1,1/1/2021,0,0
114995999,18712866,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114996157,18935404,Tp Hồ Chí Minh,Quận Tân Phú,1/1/2021,0,0
114996229,4703795,Tp Hồ Chí Minh,Quận 10,1/1/2021,0,0
114996278,12730113,Tp Hồ Chí Minh,Quận Tân Bình,1/1/2021,0,0
114996301,16944319,Tp Hồ Chí Minh,Quận Thủ Đức,1/1/2021,0,0
114996329,4877107,Tp Hồ Chí Minh,Quận Bình Thạnh,1/1/2021,0,1
114996365,14638078,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
114996447,12504039,Tp Hồ Chí Minh,Huyện Củ Chi,1/2/2021,0,0
114996539,17911206,Tp Hồ Chí Minh,Quận 8,1/2/2021,0,0
114996557,17319561,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
114996658,13290066,Tp Hồ Chí Minh,Quận 8,1/2/2021,0,0
114996701,18818249,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,1
114996707,18935746,Tp Hồ Chí Minh,Huyện Nhà Bè,1/2/2021,1,0
114996727,16679026,Tp Hồ Chí Minh,Quận 3,1/2/2021,0,0
114996743,9335732,Hà Nội,Quận Nam Từ Liêm,1/2/2021,0,0
114996744,9335732,Hà Nội,Quận Nam Từ Liêm,1/2/2021,0,0
114996780,12096896,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
114996809,16266234,Phú Thọ,Huyện Thanh Ba,1/2/2021,0,0
114996839,9545349,Tp Hồ Chí Minh,Quận 10,1/2/2021,0,0
114996880,2755738,Tp Hồ Chí Minh,Quận 8,1/2/2021,0,0
114996900,18631586,Tp Hồ Chí Minh,Quận 10,1/2/2021,0,0
114997006,9303274,Hà Nội,Quận Cầu Giấy,1/2/2021,0,1
114997129,15315943,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
114997162,18936077,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
114997176,18936085,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,0,0
114997175,18608951,Tp Hồ Chí Minh,Quận 9,1/2/2021,0,0
114997308,11520333,Đắk Lắk,Thị Xã Buôn Hồ,1/2/2021,0,0
114997333,18936134,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
114997467,18559090,Tp Hồ Chí Minh,Huyện Hóc Môn,1/2/2021,0,0
114997494,13021803,Đắk Lắk,Huyện Krông A Na,1/2/2021,0,0
114997648,13176578,Đắk Lắk,Thành phố Buôn Ma Thuột,1/2/2021,0,0
114998051,13363983,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
114998172,12129272,Đà Nẵng,Quận Cẩm Lệ,1/2/2021,0,0
114998356,12137937,Đắk Lắk,Thành phố Buôn Ma Thuột,1/2/2021,0,0
114998420,18758408,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
114998533,11190701,Vĩnh Long,Huyện Long Hồ,1/2/2021,0,0
114998697,11161248,Tp Hồ Chí Minh,Quận 1,1/2/2021,0,0
114998809,18634184,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
114999433,13366714,Hà Nội,Quận Đống Đa,1/2/2021,0,0
114999461,2019662,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
114999888,3453613,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
114999908,38937,Quảng Ngãi,Thành phố Quảng Ngãi,1/2/2021,0,0
115000296,15538824,Hà Nội,Quận Cầu Giấy,1/2/2021,0,0
115000360,16018726,Tp Hồ Chí Minh,Quận 4,1/2/2021,0,0
115000551,18433342,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,1,1
115000633,11714619,Đồng Nai,Thành phố Biên Hòa,1/2/2021,0,0
115000920,3478290,Bình Dương,Thị xã Thuận An,1/2/2021,0,0
115001034,17369278,Tp Hồ Chí Minh,Quận Thủ Đức,1/2/2021,0,0
115001371,18223015,Bình Dương,Thị xã Thuận An,1/2/2021,0,0
115001386,18936613,Đà Nẵng,Quận Cẩm Lệ,1/2/2021,0,0
115001622,16833334,Tp Hồ Chí Minh,Quận 11,1/2/2021,0,0
115001698,18935404,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115001750,13198697,Bình Dương,Thị xã Thuận An,1/2/2021,0,0
115002171,11245371,Đà Nẵng,Quận Hải Châu,1/2/2021,0,1
115002262,18936675,Quảng Ninh,Thành phố Hạ Long,1/2/2021,0,0
115002339,17038795,Tp Hồ Chí Minh,Quận 4,1/2/2021,0,0
115002559,17723969,Hà Nội,Quận Hà Đông,1/2/2021,0,0
115002653,16492239,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115002735,18936753,Tp Hồ Chí Minh,Huyện Củ Chi,1/2/2021,0,0
115003055,18936774,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115003155,9512354,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115003483,18936662,Tp Hồ Chí Minh,Quận Thủ Đức,1/2/2021,0,0
115003616,17274521,Tp Hồ Chí Minh,Quận 3,1/2/2021,0,0
115003670,12352915,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115003791,15085951,Tp Hồ Chí Minh,Quận 10,1/2/2021,0,0
115003945,14444491,Đà Nẵng,Quận Liên Chiểu,1/2/2021,0,0
115003953,18901609,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115004071,10082826,Hà Nội,Quận Hà Đông,1/2/2021,0,0
115004145,14284849,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115004278,18917110,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115004511,9802890,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115004571,16680304,Hà Nội,Quận Cầu Giấy,1/2/2021,0,0
115005070,5238069,Tp Hồ Chí Minh,Quận Tân Bình,1/2/2021,0,0
115005091,18936548,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115005431,17369278,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115005550,18704980,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,0,0
115005792,18602231,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115006038,12810464,Tp Hồ Chí Minh,Quận Bình Thạnh,1/2/2021,0,0
115006454,5131734,Tp Hồ Chí Minh,Quận 4,1/2/2021,0,0
115006526,11144473,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115006687,11844285,Tp Hồ Chí Minh,Quận Tân Bình,1/2/2021,0,0
115006821,16999735,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115007097,16881428,Đắk Lắk,Thành phố Buôn Ma Thuột,1/2/2021,0,0
115007102,2211098,Tp Hồ Chí Minh,Quận Thủ Đức,1/2/2021,0,0
115007278,281443,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,1
115007469,16404303,Tp Hồ Chí Minh,Quận 10,1/2/2021,0,0
115007936,341293,Hà Nội,Huyện Gia Lâm,1/2/2021,0,0
115008026,18292064,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115008154,15632039,Tp Hồ Chí Minh,Quận 5,1/2/2021,0,0
115008499,16859612,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115008526,12951526,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,0,0
115008583,18565305,Tp Hồ Chí Minh,Quận Tân Bình,1/2/2021,0,0
115008706,16784229,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115008912,15076186,Đà Nẵng,Quận Cẩm Lệ,1/2/2021,0,0
115009100,3776907,Tp Hồ Chí Minh,Quận Bình Thạnh,1/2/2021,0,0
115009242,13310775,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115009278,5508257,Đà Nẵng,Quận Hải Châu,1/2/2021,0,0
115009361,18290540,Tp Hồ Chí Minh,Huyện Củ Chi,1/2/2021,0,0
115009379,12098753,Tp Hồ Chí Minh,Huyện Nhà Bè,1/2/2021,0,0
115009387,15724164,Tp Hồ Chí Minh,Quận 8,1/2/2021,0,0
115009433,5160182,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115009498,18894051,Hà Nội,Quận Thanh Xuân,1/2/2021,0,0
115009926,4721866,Tp Hồ Chí Minh,Quận 9,1/2/2021,0,0
115010123,4721866,Tp Hồ Chí Minh,Quận 9,1/2/2021,0,0
115010324,688966,Tp Hồ Chí Minh,Huyện Hóc Môn,1/2/2021,1,0
115010359,17300799,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115010852,15359791,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115011003,13404092,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115011105,3658576,Hà Nội,Quận Long Biên,1/2/2021,1,1
115011158,17592893,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115011297,16638076,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115011401,18206576,Tp Hồ Chí Minh,Quận 6,1/2/2021,0,0
115011432,4636651,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,1,0
115011487,4358028,Thừa Thiên Huế,Huyện Phú Vang,1/2/2021,0,0
115011651,17455387,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115011900,3294515,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115012146,11424754,Lâm Đồng,Thành phố Đà Lạt,1/2/2021,0,0
115012231,18937640,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115012504,17504428,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115012510,11555900,Tp Hồ Chí Minh,Quận 1,1/2/2021,0,0
115012678,18893094,Tp Hồ Chí Minh,Huyện Hóc Môn,1/2/2021,0,0
115012688,12031939,Tp Hồ Chí Minh,Quận Phú Nhuận,1/2/2021,0,0
115012929,10801120,Hà Nội,Quận Hoàn Kiếm,1/2/2021,0,0
115013111,15507849,Hà Nội,Quận Nam Từ Liêm,1/2/2021,0,1
115013456,3959974,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115013727,12619908,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115014411,18737057,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115014533,18919605,Đồng Nai,Thành phố Biên Hòa,1/2/2021,0,0
115014555,16836917,Bình Dương,Thị xã Dĩ An,1/2/2021,0,1
115014765,1952384,Bình Dương,Thị xã Dĩ An,1/2/2021,0,0
115015207,18938438,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,1,0
115015296,10335866,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115015352,17023245,Cần Thơ,Quận Ninh Kiều,1/2/2021,0,0
115015500,18580403,Tp Hồ Chí Minh,Quận Bình Thạnh,1/2/2021,0,0
115015658,18200925,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115016212,16627002,Tp Hồ Chí Minh,Quận Tân Bình,1/2/2021,0,0
115016639,10140887,Tp Hồ Chí Minh,Quận Thủ Đức,1/2/2021,0,0
115016791,18886244,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,0,0
115016893,17164045,Hà Nội,Quận Long Biên,1/2/2021,0,0
115016962,12509006,An Giang,Huyện An Phú,1/2/2021,0,0
115017193,4777891,Tp Hồ Chí Minh,Quận 1,1/2/2021,0,0
115017264,18858228,Hà Nội,Quận Hà Đông,1/2/2021,0,0
115017494,11411100,Tp Hồ Chí Minh,Quận Tân Bình,1/2/2021,0,0
115017691,15737994,Bình Dương,Thị xã Thuận An,1/2/2021,0,0
115017784,3050676,Hải Phòng,Huyện An Dương,1/2/2021,0,0
115017826,13363983,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115017827,17601030,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115017956,18223015,Bình Dương,Thị xã Thuận An,1/2/2021,0,0
115018149,15579570,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115018439,11258403,Tp Hồ Chí Minh,Quận Thủ Đức,1/2/2021,0,0
115018568,18536106,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115018600,8773824,Đồng Nai,Thành phố Biên Hòa,1/2/2021,0,0
115018652,3458545,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115018664,15737994,Bình Dương,Thị xã Thuận An,1/2/2021,0,0
115018984,17369278,Tp Hồ Chí Minh,Quận Bình Thạnh,1/2/2021,0,0
115019021,9433334,Đà Nẵng,Quận Cẩm Lệ,1/2/2021,0,0
115019332,9351091,Tp Hồ Chí Minh,Quận 1,1/2/2021,0,0
115019354,18939151,Tp Hồ Chí Minh,Quận 10,1/2/2021,0,0
115019433,18657387,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,0,0
115019573,18893347,Tp Hồ Chí Minh,Quận Bình Tân,1/2/2021,0,0
115019608,13042065,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115019635,3128249,Tp Hồ Chí Minh,Huyện Bình Chánh,1/2/2021,0,0
115019880,18825018,Long An,Thành phố Tân An,1/2/2021,0,0
115020191,17781328,Tp Hồ Chí Minh,Quận 2,1/2/2021,0,0
115020293,18442128,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115020451,10634458,Tp Hồ Chí Minh,Quận 11,1/2/2021,0,0
115020633,12183019,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115020665,12672811,Tp Hồ Chí Minh,Quận Thủ Đức,1/2/2021,0,0
115020766,17027564,Tp Hồ Chí Minh,Quận 8,1/2/2021,0,0
115020788,18795905,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115020796,15670461,Đà Nẵng,Quận Liên Chiểu,1/2/2021,0,0
115020844,14647554,Nam Định,Thành phố Nam Định,1/2/2021,0,0
115020858,18939376,Cần Thơ,Quận Cái Răng,1/2/2021,0,0
115020967,11844285,Đà Nẵng,Quận Ngũ Hành Sơn,1/2/2021,0,0
115021005,9802890,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115021030,18939402,Tp Hồ Chí Minh,Quận Bình Thạnh,1/2/2021,0,0
115021178,18939340,Thừa Thiên Huế,Thành phố Huế,1/2/2021,0,1
115021342,16616311,Đắk Lắk,Thành phố Buôn Ma Thuột,1/2/2021,0,0
115021790,18788631,Bình Dương,Thị xã Thuận An,1/2/2021,1,0
115021880,3766908,Bình Phước,Thành phố Đồng Xoài,1/2/2021,0,0
115021892,5240957,Tp Hồ Chí Minh,Quận 10,1/2/2021,0,0
115021980,16597650,Tp Hồ Chí Minh,Quận 5,1/2/2021,0,0
115022097,18614346,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115022209,14251948,Đà Nẵng,Quận Liên Chiểu,1/2/2021,0,0
115022280,14427362,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115022303,9314540,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115022359,18686518,Đà Nẵng,Quận Sơn Trà,1/2/2021,0,0
115022687,11753791,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,1/2/2021,0,0
115022732,11637675,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,1
115022751,12881148,Tp Hồ Chí Minh,Huyện Hóc Môn,1/2/2021,0,0
115022845,18330991,Tp Hồ Chí Minh,Quận 2,1/2/2021,1,0
115023064,18939677,Hà Nội,Quận Nam Từ Liêm,1/2/2021,0,0
115023190,10361371,Tp Hồ Chí Minh,Huyện Hóc Môn,1/2/2021,0,0
115023192,1298754,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,1
115023191,18939726,Bình Dương,Thị xã Dĩ An,1/2/2021,0,0
115023351,9894229,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115023414,18238877,Tp Hồ Chí Minh,Quận 1,1/2/2021,0,0
115023705,16018726,Tp Hồ Chí Minh,Quận 5,1/2/2021,0,0
115024068,4214804,Tp Hồ Chí Minh,Quận Gò Vấp,1/2/2021,0,0
115024307,4087508,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115024310,18374758,Tp Hồ Chí Minh,Quận 9,1/2/2021,0,0
115024459,11206437,Tp Hồ Chí Minh,Quận 7,1/2/2021,0,0
115024715,14326976,Tp Hồ Chí Minh,Quận Tân Phú,1/2/2021,0,0
115024720,9762784,Tp Hồ Chí Minh,Quận 8,1/2/2021,0,0
115024835,4466052,Tp Hồ Chí Minh,Quận 9,1/2/2021,0,0
115024887,12052731,Đà Nẵng,Quận Cẩm Lệ,1/2/2021,0,0
115025107,13184366,Tp Hồ Chí Minh,Quận 12,1/2/2021,0,0
115025380,13036699,Tp Hồ Chí Minh,Quận 2,1/2/2021,1,0
115025397,8847766,Bình Định,Thành phố Qui Nhơn,1/2/2021,0,0
